Account-number Amount Date Time
ACC0002 -2972 2022-04-10 22:33:40
ACC0048 +4154 2022-02-13 18:25:57
ACC0046 -6466 2022-02-23 18:58:42
ACC0019 +4753 2022-04-04 20:42:12
ACC0035 -867 2022-02-11 02:40:16
ACC0032 -433 2022-03-01 02:45:50
ACC0008 +5626 2022-03-21 01:12:03
ACC0010 +4327 2022-04-08 21:55:55
ACC0005 +7503 2022-02-11 09:02:00
ACC0004 +8500 2022-04-24 10:09:18
ACC0027 +7554 2022-04-20 09:53:14
ACC0009 -694 2022-03-07 03:32:07
ACC0006 +9943 2022-04-17 21:05:51
ACC0032 -1407 2022-03-03 13:53:58
ACC0019 -6447 2022-02-13 17:31:47
ACC0009 -1716 2022-04-13 01:19:24
ACC0008 -4668 2022-04-18 21:47:09
ACC0044 +5221 2022-04-25 03:47:00
ACC0042 +8889 2022-03-14 11:06:37
ACC0019 -1226 2022-04-02 00:07:04
ACC0023 +3212 2022-02-21 21:03:34
ACC0050 -4735 2022-03-27 00:53:33
ACC0001 +1328 2022-03-02 12:54:55
ACC0008 +3172 2022-04-10 10:11:10
ACC0026 +7552 2022-04-11 17:16:32
ACC0048 -13840 2022-04-15 05:47:13
ACC0016 +4083 2022-04-01 20:58:05
ACC0001 -6736 2022-02-25 19:36:30
ACC0043 +8570 2022-03-01 21:41:13
ACC0045 -228 2022-03-25 02:02:30
ACC0042 -28143 2022-03-24 11:18:50
ACC0035 -464 2022-03-07 20:51:25
ACC0035 -7067 2022-04-06 12:27:21
ACC0005 -13828 2022-03-16 21:33:00
ACC0020 +9700 2022-03-30 07:29:38
ACC0037 +3980 2022-02-18 07:35:21
ACC0050 -404 2022-03-02 00:39:33
ACC0032 -3706 2022-02-10 22:38:18
ACC0038 -666 2022-04-15 07:49:17
ACC0043 +7656 2022-02-27 05:14:18
ACC0007 +6765 2022-04-12 00:40:37
ACC0028 +9282 2022-03-24 19:37:30
ACC0008 -172 2022-02-10 05:47:57
ACC0050 +101 2022-04-22 06:45:35
ACC0006 -4572 2022-04-02 02:18:32
ACC0002 -2355 2022-02-04 02:50:15
ACC0022 -408 2022-02-19 23:36:51
ACC0022 +6134 2022-03-22 09:44:24
ACC0015 -1193 2022-04-21 14:10:24
ACC0015 +3871 2022-04-09 21:59:04
ACC0009 -432 2022-04-06 03:28:46
ACC0048 +2769 2022-04-13 18:33:46
ACC0003 +1025 2022-02-19 05:53:53
ACC0010 +4882 2022-04-18 06:42:46
ACC0042 -2891 2022-02-06 00:07:20
ACC0010 +7587 2022-02-11 20:20:20
ACC0038 +2929 2022-02-07 01:55:51
ACC0031 +9502 2022-02-03 05:12:40
ACC0014 -169 2022-02-27 20:26:32
ACC0034 +7702 2022-03-01 03:18:30
ACC0018 +1162 2022-03-07 12:15:18
ACC0013 -1237 2022-03-16 22:22:24
ACC0001 +2777 2022-04-12 05:22:32
ACC0020 +1160 2022-03-28 22:59:29
ACC0001 -5535 2022-03-30 09:44:25
ACC0006 -118 2022-02-02 21:17:07
ACC0003 +8593 2022-04-13 02:52:06
ACC0030 -2867 2022-04-27 09:56:02
ACC0009 +4343 2022-02-19 07:41:46
ACC0043 -33560 2022-04-26 18:15:13
ACC0016 +9970 2022-02-09 14:31:03
ACC0038 -13975 2022-03-22 20:01:33
ACC0022 +8521 2022-03-02 21:53:50
ACC0036 +3992 2022-04-07 07:28:40
ACC0008 +8173 2022-03-17 21:50:38
ACC0025 +9205 2022-04-06 20:20:54
ACC0041 +3324 2022-04-21 11:02:56
ACC0039 +7011 2022-04-24 16:32:58
ACC0032 -154 2022-04-22 11:26:14
ACC0004 -5502 2022-03-05 16:44:04
ACC0004 -13336 2022-04-17 02:16:48
ACC0038 +6618 2022-04-13 14:54:34
ACC0019 -1550 2022-02-13 22:18:56
ACC0015 +7483 2022-04-24 16:54:29
ACC0002 +9651 2022-04-03 21:38:33
ACC0034 -5294 2022-03-15 06:05:09
ACC0028 -8066 2022-02-24 17:01:03
ACC0042 -10401 2022-04-12 06:48:27
ACC0016 -8992 2022-02-17 15:24:18
ACC0044 -1172 2022-02-18 13:42:25
ACC0033 -13798 2022-03-12 09:23:53
ACC0029 -14995 2022-03-17 15:50:05
ACC0013 +9664 2022-04-25 10:47:02
ACC0049 +3849 2022-04-23 06:04:48
ACC0012 +8851 2022-03-17 21:08:51
ACC0017 +3783 2022-03-29 17:35:49
ACC0042 +4005 2022-03-12 04:01:51
ACC0026 -8768 2022-03-01 20:44:07
ACC0013 +8317 2022-02-24 20:11:49
ACC0017 +7562 2022-02-18 07:31:35
ACC0001 -1268 2022-04-26 01:24:43
ACC0024 +2182 2022-03-12 19:10:45
ACC0039 +5573 2022-03-14 01:19:07
ACC0013 +7937 2022-04-11 05:18:38
ACC0043 -143 2022-02-10 22:18:47
ACC0010 -14889 2022-03-15 15:54:01
ACC0025 +1717 2022-03-10 15:46:44
ACC0004 -4233 2022-02-07 03:28:29
ACC0008 +2646 2022-02-16 14:36:29
ACC0040 +8322 2022-02-09 06:42:48
ACC0045 +6290 2022-04-13 22:34:47
ACC0043 -7433 2022-04-24 06:52:03
ACC0004 -4159 2022-03-29 06:01:52
ACC0024 -1961 2022-02-17 15:08:58
ACC0006 -284 2022-02-02 11:22:44
ACC0047 -573 2022-02-06 04:39:45
ACC0024 -190 2022-04-16 08:31:26
ACC0035 -2241 2022-02-11 21:11:41
ACC0040 +2179 2022-03-12 04:50:33
ACC0049 -566 2022-02-16 18:49:00
ACC0015 +8779 2022-02-17 21:44:16
ACC0024 +4331 2022-03-20 03:01:23
ACC0016 -173 2022-02-22 12:20:04
ACC0037 -3418 2022-02-25 22:19:50
ACC0015 -5642 2022-02-23 01:39:55
ACC0027 +719 2022-04-27 13:45:34
ACC0005 -2362 2022-04-17 01:50:52
ACC0007 +2269 2022-03-27 21:36:05
ACC0048 +9797 2022-03-30 13:11:37
ACC0028 +4523 2022-04-29 04:07:38
ACC0008 -246 2022-04-04 10:24:00
ACC0038 -1630 2022-03-20 08:52:22
ACC0038 +9184 2022-02-02 08:32:00
ACC0008 +6124 2022-02-11 20:33:25
ACC0001 -1296 2022-02-25 23:07:49
ACC0027 +9571 2022-03-05 15:50:33
ACC0047 +7642 2022-03-25 23:39:12
ACC0043 -16984 2022-04-04 07:23:15
ACC0026 +6659 2022-04-06 03:47:34
ACC0025 +1543 2022-04-26 06:59:05
ACC0012 -8931 2022-04-08 02:08:29
ACC0027 -6622 2022-02-14 05:27:03
ACC0038 -12671 2022-02-21 15:40:18
ACC0046 +1870 2022-02-21 04:54:35
ACC0048 +9999 2022-03-31 23:30:10
ACC0032 +5641 2022-02-19 14:42:37
ACC0016 +7706 2022-03-02 16:48:04
ACC0039 -220 2022-02-01 22:19:44
ACC0037 -9758 2022-02-08 19:58:46
ACC0008 -437 2022-04-17 19:37:16
ACC0013 +1703 2022-03-21 20:36:39
ACC0012 +7125 2022-02-09 22:12:34
ACC0029 +5351 2022-02-12 15:45:19
ACC0004 +8954 2022-03-03 01:43:29
ACC0038 +5914 2022-04-17 10:29:47
ACC0047 -19187 2022-04-01 20:45:57
ACC0042 -348 2022-02-06 19:05:03
ACC0047 +5282 2022-04-15 03:46:20
ACC0046 -3801 2022-03-16 19:06:46
ACC0007 -12017 2022-03-10 18:23:45
ACC0039 -523 2022-04-12 00:03:19
ACC0050 +3029 2022-02-26 16:24:41
ACC0002 +627 2022-03-27 10:25:05
ACC0043 +5963 2022-04-04 10:53:13
ACC0017 +1009 2022-04-30 13:48:18
ACC0021 -432 2022-02-03 03:59:21
ACC0005 -1426 2022-04-20 23:16:10
ACC0028 +4191 2022-03-20 10:50:01
ACC0041 +6579 2022-02-09 22:30:33
ACC0005 +8459 2022-04-19 04:48:41
ACC0048 -12443 2022-03-18 07:43:07
ACC0018 +2048 2022-02-22 07:18:54
ACC0040 +4347 2022-03-05 17:06:06
ACC0018 -2322 2022-04-08 10:35:49
ACC0039 +5139 2022-04-09 01:02:12
ACC0046 +6053 2022-03-11 04:28:04
ACC0047 +5872 2022-02-15 07:14:54
ACC0021 +7157 2022-04-17 20:41:21
ACC0037 -12182 2022-04-03 22:29:06
ACC0030 +2682 2022-02-25 23:13:56
ACC0020 -15866 2022-03-15 02:13:33
ACC0043 -9835 2022-03-05 23:10:07
ACC0027 +7545 2022-02-01 09:02:09
ACC0033 -5856 2022-04-02 17:31:40
ACC0046 -7536 2022-02-04 04:54:54
ACC0006 +6252 2022-02-11 03:35:18
ACC0036 -359 2022-02-07 05:11:25
ACC0043 +195 2022-03-03 13:42:16
ACC0019 -3887 2022-03-26 11:20:24
ACC0032 +1253 2022-03-11 03:54:31
ACC0033 +9112 2022-03-10 04:26:57
ACC0019 -2072 2022-03-06 05:41:29
ACC0027 +6934 2022-03-23 10:44:47
ACC0049 +722 2022-03-21 06:08:30
ACC0047 +1992 2022-02-19 16:17:00
ACC0031 +8267 2022-02-22 12:02:37
ACC0025 +8432 2022-04-16 02:58:37
ACC0004 -11430 2022-04-02 02:16:42
ACC0044 -10066 2022-04-18 02:02:30
ACC0033 -7552 2022-03-14 09:23:22
ACC0017 +3017 2022-04-04 12:12:59
ACC0006 -7589 2022-02-26 20:57:55
ACC0017 -12503 2022-02-19 01:18:08
ACC0011 +5457 2022-02-26 04:22:30
ACC0018 -10337 2022-02-18 03:09:54
ACC0031 +2860 2022-03-27 09:18:40
ACC0008 -463 2022-04-04 06:11:07
ACC0026 -5288 2022-02-23 11:50:29
ACC0004 +3258 2022-03-24 09:54:36
ACC0045 +2679 2022-03-23 04:55:34
ACC0007 +9034 2022-03-29 03:08:26
ACC0011 -2384 2022-02-04 02:16:12
ACC0022 +1311 2022-04-16 19:50:00
ACC0013 +3881 2022-02-04 05:11:03
ACC0002 -7078 2022-03-10 08:55:47
ACC0046 +6582 2022-04-23 20:33:55
ACC0049 +1792 2022-02-28 01:26:45
ACC0049 -9780 2022-03-06 01:03:45
ACC0002 +1984 2022-02-01 19:10:49
ACC0046 +7032 2022-03-05 17:14:32
ACC0020 +6907 2022-04-15 22:06:26
ACC0007 -15608 2022-02-05 12:34:35
ACC0023 +9638 2022-04-18 13:47:35
ACC0034 -108 2022-02-02 02:53:37
ACC0002 -1528 2022-02-10 10:37:41
ACC0050 -462 2022-03-04 09:30:16
ACC0043 -8430 2022-02-19 20:02:20
ACC0037 +8088 2022-03-31 04:23:01
ACC0015 -10491 2022-03-17 07:05:43
ACC0006 +4361 2022-02-03 01:48:04
ACC0034 +7788 2022-03-25 03:27:07
ACC0023 +8443 2022-03-10 11:33:58
ACC0048 +8526 2022-03-26 20:32:16
ACC0043 +4446 2022-04-26 14:57:37
ACC0008 +7487 2022-04-20 01:55:39
ACC0019 -521 2022-02-12 05:35:11
ACC0028 -3171 2022-04-25 03:02:19
ACC0050 +1396 2022-03-03 02:26:50
ACC0006 +785 2022-03-08 16:46:12
ACC0050 -3248 2022-04-07 14:58:34
ACC0033 +4534 2022-03-05 07:48:05
ACC0028 -273 2022-02-07 22:30:59
ACC0002 -5713 2022-02-22 23:28:43
ACC0029 +9780 2022-03-16 00:36:05
ACC0032 -289 2022-03-07 03:06:18
ACC0014 -641 2022-03-12 00:01:02
ACC0016 +1477 2022-02-22 20:45:38
ACC0003 +8056 2022-02-20 05:45:00
ACC0029 -255 2022-03-24 21:48:46
ACC0038 -3565 2022-02-08 02:59:44
ACC0049 -7105 2022-04-12 22:57:36
ACC0014 -170 2022-02-09 09:38:03
ACC0046 +6117 2022-03-25 21:19:49
ACC0001 +1639 2022-03-17 07:53:28
ACC0017 +1502 2022-02-15 00:00:04
ACC0042 +2086 2022-02-18 23:05:38
ACC0033 +9391 2022-02-13 23:31:46
ACC0025 -9930 2022-03-30 15:19:15
ACC0023 -324 2022-02-03 04:48:35
ACC0048 +8420 2022-04-11 10:43:18
ACC0035 +3740 2022-04-15 17:42:41
ACC0017 +5212 2022-03-06 00:57:34
ACC0014 -6738 2022-04-11 03:59:26
ACC0026 +4618 2022-04-15 18:18:42
ACC0015 +1663 2022-04-14 17:27:13
ACC0033 -3442 2022-02-08 08:38:25
ACC0045 -370 2022-04-01 13:28:23
ACC0043 +8818 2022-02-14 15:20:31
ACC0015 +4100 2022-04-30 07:08:37
ACC0045 +8291 2022-03-19 06:12:43
ACC0050 +1923 2022-02-04 09:23:21
ACC0001 -2625 2022-02-12 11:55:41
ACC0006 +4186 2022-02-08 17:51:13
ACC0038 +4515 2022-04-18 20:29:30
ACC0003 -9725 2022-02-11 09:56:35
ACC0032 -117 2022-03-08 22:57:07
ACC0031 -11202 2022-04-22 22:40:14
ACC0022 +836 2022-02-12 15:36:19
ACC0029 -345 2022-02-01 16:58:11
ACC0020 +5332 2022-03-01 13:09:15
ACC0025 +8730 2022-02-01 05:51:34
ACC0002 -102 2022-02-12 12:35:41
ACC0007 +4673 2022-04-12 07:45:34
ACC0041 +8091 2022-04-21 15:50:40
ACC0020 -1224 2022-03-28 23:38:13
ACC0011 -463 2022-04-19 21:01:58
ACC0027 -1249 2022-02-09 13:28:31
ACC0049 -153 2022-02-20 21:49:05
ACC0038 +741 2022-04-23 06:04:31
ACC0003 -411 2022-02-01 00:37:32
ACC0045 -7549 2022-04-30 19:27:37
ACC0025 -11726 2022-04-12 18:09:34
ACC0032 +2985 2022-04-30 08:11:43
ACC0031 -707 2022-03-08 02:04:22
ACC0018 +1247 2022-02-21 00:27:55
ACC0018 +3810 2022-04-23 21:32:34
ACC0021 +8829 2022-03-14 10:08:46
ACC0015 -5615 2022-03-06 11:46:46
ACC0015 -444 2022-02-15 16:32:11
ACC0029 +1104 2022-02-27 12:30:17
ACC0044 -375 2022-02-02 21:52:03
ACC0006 +584 2022-03-22 00:24:49
ACC0043 +4275 2022-03-21 22:58:15
ACC0018 +8718 2022-04-02 14:36:40
ACC0030 -17081 2022-03-05 19:46:04
ACC0035 -262 2022-02-23 05:12:50
ACC0042 +2561 2022-02-02 12:33:19
ACC0015 +4005 2022-04-08 04:27:48
ACC0030 -2414 2022-04-25 19:19:45
ACC0045 -3317 2022-04-04 17:09:52
ACC0040 -391 2022-03-30 02:23:41
ACC0004 -5714 2022-04-07 20:29:14
ACC0045 +9866 2022-04-17 14:37:29
ACC0034 -918 2022-04-29 08:47:03
ACC0028 +6872 2022-03-26 04:07:19
ACC0023 +4001 2022-04-21 18:31:33
ACC0021 -12529 2022-02-23 03:32:32
ACC0002 -3246 2022-04-29 20:29:16
ACC0045 +9398 2022-02-19 09:03:02
ACC0037 +2169 2022-02-21 06:11:14
ACC0011 +8474 2022-04-20 06:53:33
ACC0024 +2879 2022-02-05 16:33:26
ACC0044 +843 2022-03-22 10:14:08
ACC0011 -2710 2022-02-19 19:03:38
ACC0027 +5327 2022-03-03 09:47:47
ACC0032 -2341 2022-04-01 14:00:07
ACC0035 +4638 2022-02-02 13:08:58
ACC0015 -10044 2022-02-11 08:33:50
ACC0045 +6181 2022-02-25 19:46:52
ACC0024 +7982 2022-04-13 09:08:43
ACC0023 +4392 2022-04-11 18:41:12
ACC0016 +5186 2022-04-17 14:35:26
ACC0040 -1589 2022-04-13 21:31:52
ACC0037 +8183 2022-03-04 17:38:43
ACC0021 +8758 2022-04-11 07:12:47
ACC0045 -15300 2022-03-25 07:47:08
ACC0022 -40965 2022-04-11 15:56:29
ACC0024 -2779 2022-02-24 15:11:26
ACC0034 +7755 2022-03-23 22:27:54
ACC0020 +6844 2022-03-09 05:44:29
ACC0050 -1779 2022-02-23 15:16:58
ACC0004 +9486 2022-02-03 15:47:18
ACC0026 -1145 2022-03-16 10:26:32
ACC0012 -7363 2022-04-07 12:56:51
ACC0037 -4926 2022-02-21 16:48:14
ACC0033 +4975 2022-03-03 20:38:40
ACC0030 +9880 2022-03-03 14:15:58
ACC0037 -3835 2022-03-04 16:47:16
ACC0044 +9758 2022-02-25 03:29:39
ACC0033 -2952 2022-03-12 11:49:32
ACC0050 +8351 2022-03-10 21:34:17
ACC0035 -475 2022-04-01 01:36:37
ACC0047 -1682 2022-04-10 03:05:21
ACC0023 -14567 2022-03-07 04:21:30
ACC0033 -558 2022-04-14 07:43:20
ACC0033 -12822 2022-03-07 13:40:54
ACC0023 -121 2022-02-04 11:34:38
ACC0029 -9648 2022-03-20 10:24:58
ACC0001 +9015 2022-03-24 13:41:38
ACC0031 +1375 2022-04-05 14:07:28
ACC0022 -13090 2022-04-22 11:02:06
ACC0037 +4912 2022-03-02 08:13:27
ACC0006 +6645 2022-04-17 01:14:46
ACC0009 +1769 2022-03-13 09:38:53
ACC0029 -17387 2022-03-09 02:30:48
ACC0032 -19396 2022-04-17 19:19:51
ACC0045 +4726 2022-03-13 14:56:55
ACC0028 -4979 2022-03-21 05:37:47
ACC0049 +1229 2022-03-09 05:54:04
ACC0001 +8114 2022-04-18 08:07:29
ACC0018 +8359 2022-02-04 08:48:38
ACC0038 -2559 2022-04-30 06:28:38
ACC0010 -334 2022-04-07 17:22:11
ACC0004 +4125 2022-02-16 05:29:10
ACC0009 -4786 2022-04-21 19:01:31
ACC0050 +1486 2022-02-01 04:45:48
ACC0028 +5640 2022-04-20 20:08:22
ACC0005 +5614 2022-02-25 11:00:21
ACC0039 +3912 2022-02-10 23:20:35
ACC0011 -6724 2022-03-05 22:53:47
ACC0019 -209 2022-04-28 20:36:32
ACC0034 +6384 2022-03-10 11:19:11
ACC0006 +6901 2022-04-21 14:28:46
ACC0015 -782 2022-02-19 23:01:16
ACC0018 -4221 2022-04-26 10:51:11
ACC0017 +5024 2022-04-04 18:39:22
ACC0008 -1587 2022-03-01 02:57:58
ACC0015 +2775 2022-03-19 05:36:49
ACC0049 +3282 2022-03-22 21:15:00
ACC0002 -1882 2022-03-10 14:17:50
ACC0005 -1365 2022-04-17 15:25:00
ACC0018 +5496 2022-03-01 16:55:31
ACC0024 -105 2022-04-02 01:04:22
ACC0041 -2883 2022-02-28 01:39:55
ACC0040 -2050 2022-03-24 05:42:45
ACC0039 +6054 2022-04-28 21:33:26
ACC0036 -737 2022-02-17 17:41:13
ACC0048 +5200 2022-03-06 11:54:57
ACC0005 +1377 2022-02-02 13:56:32
ACC0018 -5726 2022-03-19 07:01:10
ACC0037 -703 2022-04-09 23:03:31
ACC0041 -1979 2022-04-07 15:30:29
ACC0049 -1901 2022-03-13 07:17:11
ACC0049 +8265 2022-04-30 03:10:16
ACC0031 +316 2022-02-13 05:34:33
ACC0003 -2424 2022-02-25 01:13:16
ACC0016 +9039 2022-03-15 23:17:50
ACC0012 +277 2022-04-17 14:12:10
ACC0028 -2153 2022-04-19 19:48:41
ACC0039 +8454 2022-03-19 15:56:48
ACC0019 +6170 2022-02-20 23:18:51
ACC0033 -2740 2022-02-08 02:58:38
ACC0037 +6175 2022-04-06 03:31:11
ACC0049 +1756 2022-03-17 21:22:12
ACC0033 -8831 2022-04-13 17:14:38
ACC0040 +476 2022-03-29 18:00:36
ACC0021 +3165 2022-04-09 06:46:34
ACC0030 +3967 2022-04-15 13:03:42
ACC0036 -4382 2022-04-11 11:50:31
ACC0049 +7154 2022-02-10 06:29:54
ACC0027 +3504 2022-03-07 11:50:54
ACC0037 +3754 2022-03-26 23:53:10
ACC0013 +6938 2022-03-28 16:08:01
ACC0040 -19462 2022-03-06 05:12:19
ACC0025 +8137 2022-03-27 10:03:20
ACC0023 +2357 2022-04-27 06:42:10
ACC0041 +7808 2022-03-06 13:30:02
ACC0030 +2031 2022-03-02 14:13:17
ACC0023 -1702 2022-04-04 16:13:42
ACC0041 -8252 2022-03-08 17:01:04
ACC0028 +6271 2022-03-04 04:48:01
ACC0043 +1993 2022-02-15 17:48:49
ACC0045 +8652 2022-04-15 23:24:54
ACC0030 +841 2022-03-30 07:27:51
ACC0042 +4506 2022-04-12 15:08:53
ACC0026 +9226 2022-04-14 08:04:54
ACC0035 -5917 2022-03-24 18:31:05
ACC0016 -16281 2022-04-17 14:15:20
ACC0044 +8076 2022-02-11 12:46:55
ACC0008 -444 2022-03-15 20:57:30
ACC0031 +4098 2022-04-10 06:05:15
ACC0041 -466 2022-03-25 19:09:40
ACC0046 +6055 2022-03-09 22:34:34
ACC0028 -7151 2022-03-07 23:33:16
ACC0006 -655 2022-03-05 04:54:30
ACC0008 -2498 2022-03-26 02:36:09
ACC0006 +8904 2022-04-16 13:46:24
ACC0027 -5194 2022-02-17 07:21:08
ACC0042 +278 2022-02-05 12:00:20
ACC0048 +3500 2022-02-20 22:01:26
ACC0022 +6214 2022-03-30 14:11:32
ACC0008 +3519 2022-03-04 08:41:57
ACC0034 -6808 2022-02-04 17:47:10
ACC0031 +4198 2022-03-31 04:10:04
ACC0022 +4773 2022-04-08 16:01:41
ACC0050 -5281 2022-03-15 03:29:48
ACC0009 +5019 2022-02-07 06:50:45
ACC0042 +2595 2022-03-21 12:29:29
ACC0011 +6573 2022-04-29 13:12:33
ACC0035 +6751 2022-04-14 17:55:31
ACC0022 +3424 2022-04-28 22:42:07
ACC0038 +6031 2022-02-06 23:11:47
ACC0041 -5988 2022-03-10 13:16:19
ACC0008 -7817 2022-02-24 02:04:59
ACC0005 +3771 2022-03-14 13:12:08
ACC0036 +6742 2022-03-24 09:44:00
ACC0027 -3599 2022-04-15 13:35:48
ACC0014 +3943 2022-03-06 14:02:09
ACC0009 -3550 2022-04-02 03:27:24
ACC0004 -3909 2022-03-09 16:05:11
ACC0034 -4968 2022-02-11 13:00:03
ACC0035 -671 2022-03-04 02:59:47
ACC0033 +9404 2022-02-24 20:59:41
ACC0001 -8964 2022-04-25 23:49:53
ACC0006 -7139 2022-03-09 05:06:08
ACC0012 -2129 2022-02-23 12:15:48
ACC0024 -428 2022-03-05 04:46:06
ACC0010 -1434 2022-03-20 15:28:35
ACC0014 -148 2022-02-13 06:27:41
ACC0014 -101 2022-02-21 23:26:02
ACC0021 -896 2022-04-29 00:43:43
ACC0019 +2991 2022-03-21 00:26:26
ACC0019 +7292 2022-02-04 08:04:10
ACC0043 -1369 2022-03-02 06:25:54
ACC0016 +6214 2022-03-09 16:46:31
ACC0006 +3873 2022-03-23 04:01:25
ACC0025 -3999 2022-03-24 16:39:03
ACC0005 -148 2022-04-18 16:48:14
ACC0039 +7597 2022-02-10 16:02:52
ACC0014 -2648 2022-04-02 17:47:18
ACC0026 +6945 2022-03-18 18:24:43
ACC0012 +4681 2022-02-24 14:33:59
ACC0004 +7702 2022-02-07 06:09:03
ACC0015 -10424 2022-04-29 07:09:01
ACC0037 -7084 2022-03-12 15:39:44
ACC0029 +9361 2022-03-18 07:59:52
ACC0029 +7403 2022-04-01 21:04:11
ACC0017 -474 2022-03-12 15:26:22
ACC0012 -405 2022-03-17 10:13:50
ACC0016 -2353 2022-02-12 23:51:04
ACC0021 +6346 2022-02-15 04:43:28
ACC0037 +2779 2022-03-31 07:02:48
ACC0022 +7636 2022-03-06 22:26:34
